pincode,locality,district,state,lat,lng,office_count
586116,Balwat,Vijayapura,Karnataka,16.450214,76.128440,10
586117,Agasanal,Vijayapura,Karnataka,17.115178,75.775409,11
586118,Algur,Vijayapura,Karnataka,16.663030,76.321361,10
586119,Baratgi,Vijayapura,Karnataka,16.988615,75.722254,8
586120,Bibi ingalgi,Vijayapura,Karnataka,16.738803,76.231617,8
586121,Kalgurki,Vijayapura,Karnataka,16.537673,75.783659,5
586122,Hattarkihal,Vijayapura,Karnataka,16.653414,75.822076,6
586123,Aheri,Vijayapura,Karnataka,16.958653,76.375304,10
586124,Bijjur,Vijayapura,Karnataka,16.264357,76.265141,6
586125,Bablad,Bagalkote,Karnataka,16.572388,75.545579,14
586127,Ankalgi,Vijayapura,Karnataka,16.822614,75.956170,8
586128,Asantapur,Vijayapura,Karnataka,16.851468,76.288459,21
586129,Alur,Vijayapura,Karnataka,16.236522,76.145486,16
586130,Dashyal,Vijayapura,Karnataka,16.807205,75.551233,9
586201,Almatti R.S.,Vijayapura,Karnataka,16.386932,75.884242,6
586202,Gundagi,Vijayapura,Karnataka,17.062533,76.221805,10
586203,Aralichandi,Vijayapura,Karnataka,16.661365,76.021753,16
586204,Godihal,Vijayapura,Karnataka,17.255768,75.770761,10
586205,Halahalli,Vijayapura,Karnataka,17.361118,75.673173,11
586206,Bommanahalli,Vijayapura,Karnataka,17.083409,76.332123,5
586207,Arjanal,Vijayapura,Karnataka,17.323807,75.872998,7
586208,Budihal;,Vijayapura,Karnataka,16.563024,76.155186,8
586209,Alur,Vijayapura,Karnataka,17.209722,75.912781,13
586210,Asangi Khurd,Vijayapura,Karnataka,16.467478,75.722237,12
586211,Ahirsang,Vijayapura,Karnataka,17.226849,75.911483,6
586212,Bavur,Vijayapura,Karnataka,16.361355,76.193920,17
586213,Abbihal,Vijayapura,Karnataka,16.398110,75.969546,10
586214,B.Salwadgi,Vijayapura,Karnataka,16.530089,76.302046,18
586215,Banthanal,Vijayapura,Karnataka,16.975691,76.024818,10
586216,Angadgeri,Vijayapura,Karnataka,16.485732,75.865015,8
586217,Arjunagi,Vijayapura,Karnataka,17.138733,76.134482,11
587101,Bagalkot,Bagalkote,Karnataka,16.182296,75.699579,2
587102,Gaddankeri,Bagalkote,Karnataka,16.185173,75.620071,6
587103,Gandhinagar,Bagalkote,Karnataka,16.183133,75.696237,4
587104,Murnal,Bagalkote,Karnataka,16.181250,75.696235,3
587111,Achanur,Bagalkote,Karnataka,16.185021,75.696234,16
587112,Belgal,Bagalkote,Karnataka,16.098800,75.928500,9
587113,Kulali,Bagalkote,Karnataka,16.333258,75.286692,6
587114,Dhanakshirur,Bagalkote,Karnataka,16.120700,76.006300,6
587115,Bhagavati,Bagalkote,Karnataka,16.185020,75.696234,11
587116,Anagwadi,Bagalkote,Karnataka,16.340848,75.628231,18
587117,Badagi,Bagalkote,Karnataka,16.340846,75.621986,7
587118,Amaravati,Bagalkote,Karnataka,16.055623,76.080442,12
587119,Albal,Bagalkote,Karnataka,16.504325,75.291746,12
587120,Chikmagi,Bagalkote,Karnataka,16.083112,76.054649,6
587121,Amalzeri,Bagalkote,Karnataka,16.451200,75.362000,8
587122,Bantanur,Bagalkote,Karnataka,16.333257,75.286693,10
587124,Aihole,Bagalkote,Karnataka,16.061179,76.054649,5
587125,Amarawadgi,Bagalkote,Karnataka,15.959210,76.131350,14
587154,Gorbal,Bagalkote,Karnataka,16.061177,76.054651,10
587155,Alur S.K.,Bagalkote,Karnataka,15.914953,75.676798,9
587156,Shirur,Bagalkote,Karnataka,16.185020,75.696240,1
587201,Adagal,Bagalkote,Karnataka,15.914950,75.676803,22
587202,Bhimangad,Bagalkote,Karnataka,15.913440,75.931750,6
587203,Haladoor,Bagalkote,Karnataka,16.035700,75.766300,8
587204,Algundi,Bagalkote,Karnataka,16.185025,75.696229,13
587205,Hangaragi,Bagalkote,Karnataka,16.057750,75.648000,7
587206,Agasankoppa,Bagalkote,Karnataka,16.038850,75.536250,16
587207,Bilkerur,Bagalkote,Karnataka,16.185018,75.696234,8
587301,Jamkhandi,Bagalkote,Karnataka,16.504329,75.291743,18
587311,Asangi,Bagalkote,Karnataka,16.504327,75.291743,7
587312,Chimmad,Bagalkote,Karnataka,16.385072,75.286690,6
587313,Baragi,Bagalkote,Karnataka,16.333256,75.286694,20
587314,Hosur,Bagalkote,Karnataka,16.490427,75.201900,4
587315,Golbhavi,Bagalkote,Karnataka,16.504329,75.291742,6
587316,Madabhavi,Bagalkote,Karnataka,16.333260,75.286690,4
587330,Adihudi,Bagalkote,Karnataka,16.504327,75.291744,10
587331,HIPPARGI,Bagalkote,Karnataka,,,1
590001,Belagavi,Belagavi,Karnataka,15.857139,74.511391,6
590003,Belagavi Shahapur,Belagavi,Karnataka,15.839472,74.517639,1
590005,Dhamne,Belagavi,Karnataka,15.790000,74.520181,4
590006,Angol,Belagavi,Karnataka,15.824208,74.500000,4
590008,Majagaon,Belagavi,Karnataka,15.814778,74.491500,3
590009,Belagavi Records MLI,Belagavi,Karnataka,15.853417,74.429028,1
590010,Kangrali BK,Belagavi,Karnataka,15.901931,74.523486,4
590011,Hindawadi,Belagavi,Karnataka,15.838639,74.512139,1
590014,Desur,Belagavi,Karnataka,15.790000,74.510806,5
590015,Ashte,Belagavi,Karnataka,15.900000,74.590000,4
590016,Belagavi Bus Stand,Belagavi,Karnataka,15.861500,74.522194,3
590017,Belagavi MalMaruti Extension,Belagavi,Karnataka,15.866056,74.519581,2
590018,Bailur,Belagavi,Karnataka,15.770000,74.430000,5
590019,Belagavi Doordarshan Nagar,Belagavi,Karnataka,15.875111,74.504472,2
590020,Alarwad,Belagavi,Karnataka,15.825000,74.570000,6
591101,Akkatangerhal,Belagavi,Karnataka,16.037945,74.697490,6
591102,Bailhongal,Belagavi,Karnataka,15.817417,74.840000,17
591103,Balekundri Kshetra,Belagavi,Karnataka,15.880000,74.650000,7
591104,Budarkatti,Belagavi,Karnataka,15.690000,74.930000,11
591106,Buranaki,Belagavi,Karnataka,15.520000,74.690000,7
591107,Aralikatti,Belagavi,Karnataka,16.142547,74.666590,5
591108,Ambewadi,Belagavi,Karnataka,15.846194,74.425000,8
591109,Ankalgi,Belagavi,Karnataka,15.760000,74.650000,9
591110,Achmatti,Belagavi,Karnataka,15.740000,75.220000,6
591111,Badli,Belagavi,Karnataka,15.850000,74.990000,7
591112,Ambadgatti,Belagavi,Karnataka,15.660000,74.680000,9
591113,Kakati,Belagavi,Karnataka,15.852389,74.510806,1
591114,Chandargi,Belagavi,Karnataka,16.010000,75.120000,11
591115,Avaradi,Belagavi,Karnataka,15.620000,74.800000,15
591117,Aratgal,Belagavi,Karnataka,15.890000,75.105000,10
591118,Holehosur,Belagavi,Karnataka,15.740000,74.670000,3
591119,Chikkop,Belagavi,Karnataka,15.900000,74.910000,9
591120,Bekwad,Belagavi,Karnataka,15.570000,74.560000,11
591121,Gajminhal,Belagavi,Karnataka,15.910000,74.790000,8
591122,Basapur,Belagavi,Karnataka,16.079830,74.686693,6
591123,Ramdurg,Belagavi,Karnataka,15.960000,75.320000,18
591124,Basvan Kudchi,Belagavi,Karnataka,15.868000,74.580000,5
591125,Bhavihal,Belagavi,Karnataka,15.815000,74.710000,6
591126,Asundi,Belagavi,Karnataka,15.770000,75.120000,21
591127,Avaradi,Belagavi,Karnataka,15.875000,75.390000,6
591128,Bekkinkeri,Belagavi,Karnataka,15.875000,74.440000,6
591129,Akkisagar,Belagavi,Karnataka,16.020000,75.005000,10
591130,Bannur,Belagavi,Karnataka,16.095000,75.230000,10
591131,Avarolli,Belagavi,Karnataka,15.690000,74.620000,8
591136,Yaragudri,Belagavi,Karnataka,16.259349,75.156053,2
591143,Agasage,Belagavi,Karnataka,15.965000,74.475000,6
591147,Mattikoppa,Belagavi,Karnataka,15.880000,74.720000,3
591153,Dastikop,Belagavi,Karnataka,15.700000,74.730000,7
591156,Honaga,Belagavi,Karnataka,15.950000,74.520000,3
591173,Ugargol,Belagavi,Karnataka,15.801194,74.840403,2
591201,Chikodi,Belagavi,Karnataka,16.426138,74.584737,4
591211,Lakhanapur,Belagavi,Karnataka,16.461779,74.416607,6
591212,Ajur,Belagavi,Karnataka,16.897030,75.060025,9
591213,Chandur,Belagavi,Karnataka,16.537558,74.681116,9
591214,Shamanewadi,Belagavi,Karnataka,16.543394,74.493651,4
591215,Adi,Belagavi,Karnataka,16.505659,74.407758,5
591216,Janwad,Belagavi,Karnataka,16.606064,74.517097,3
591217,Bhiradi,Belagavi,Karnataka,16.558277,74.851875,4
591218,Arabhavifarm,Belagavi,Karnataka,16.201773,74.829653,9
591219,Galataga,Belagavi,Karnataka,16.496202,74.462197,1
591220,Alaknur,Belagavi,Karnataka,16.551144,74.985071,8
591221,Badakundri,Belagavi,Karnataka,16.182139,74.551852,5
591222,Belkud,Belagavi,Karnataka,16.364192,74.769902,11
591223,Kagvad,Belagavi,Karnataka,16.686253,74.721263,1
591224,Fulgaddi,Belagavi,Karnataka,16.252569,74.895134,9
591225,Akkiwat,Belagavi,Karnataka,16.319759,74.427141,7
591226,Bambalwad,Belagavi,Karnataka,16.354159,74.579629,7
591227,Gosbal,Belagavi,Karnataka,16.191047,75.036166,6
591228,Sankanwadi,Belagavi,Karnataka,16.434283,74.480583,2
591229,Hanchinal K.S.,Belagavi,Karnataka,16.528655,74.318359,4
591230,Badchi,Belagavi,Karnataka,16.666436,75.200417,5
591231,Maradimath,Belagavi,Karnataka,16.195597,74.741922,5
591232,Aralihatti,Belagavi,Karnataka,16.823359,74.969175,10
591233,Betageri,Belagavi,Karnataka,16.147899,74.953512,8
591234,Kempwad,Belagavi,Karnataka,16.737632,74.874772,4
591235,Handigund,Belagavi,Karnataka,16.414411,74.989793,8
591236,Ammanagi,Belagavi,Karnataka,16.304948,74.531054,5
591237,Arjunnagar,Belagavi,Karnataka,16.400954,74.380199,13
591238,Dhulaganwadi,Belagavi,Karnataka,16.391438,74.464360,4
591239,Nej,Belagavi,Karnataka,16.522994,74.543307,2
591240,Janwad,Belagavi,Karnataka,16.570462,75.098578,7
591241,Appachiwadi,Belagavi,Karnataka,16.467334,74.353188,7
591242,Ingali,Belagavi,Karnataka,16.621432,74.702315,4
591243,Berranholi,Belagavi,Karnataka,16.077553,74.522012,8
591244,Kallol,Belagavi,Karnataka,16.531106,74.599348,4
591246,Yamakanmardi,Belagavi,Karnataka,16.130288,74.526104,1
591247,Hirekudi,Belagavi,Karnataka,16.484794,74.644315,4
591248,Adhalli,Belagavi,Karnataka,16.778786,75.203373,8
591254,Kot,Belagavi,Karnataka,16.068880,74.429966,4
591263,Barwad,Belagavi,Karnataka,16.562173,74.448065,4
591265,Bannur,Belagavi,Karnataka,16.825522,75.321608,7
591287,Chinchani,Belagavi,Karnataka,16.415005,74.503327,4
591301,Devarai,Belagavi,Karnataka,15.420000,74.610000,5
591302,Baragaon,Belagavi,Karnataka,15.660000,74.510000,16
591303,Katral,Belagavi,Karnataka,16.684468,74.928697,5
591304,Athani,Belagavi,Karnataka,16.672318,75.051534,22
591305,Bhartesh Gurukul,Belagavi,Karnataka,16.302747,74.666347,6
591306,Badigwad,Belagavi,Karnataka,16.245576,74.760431,10
591307,Gokak,Belagavi,Karnataka,16.165925,74.822257,5
591308,Gokak Falls,Belagavi,Karnataka,16.190182,74.780220,1
591309,Arjunwad,Belagavi,Karnataka,16.213958,74.624988,12
591310,Avaradi,Belagavi,Karnataka,16.310141,75.034761,7
591311,Gundwad,Belagavi,Karnataka,16.606672,74.916334,7
591312,Dharmatti,Belagavi,Karnataka,16.314756,74.968373,10
591313,Ankle,Belagavi,Karnataka,16.282931,74.446227,7
591314,Sankeshwar Bazar,Belagavi,Karnataka,16.251335,74.499986,4
591315,Shedbal R.S.,Belagavi,Karnataka,16.705968,74.762446,2
591316,Faridkhanwadi,Belagavi,Karnataka,16.647586,74.794845,5
591317,Alagwadi,Belagavi,Karnataka,16.488349,74.784730,16
591340,Kamatnur,Belagavi,Karnataka,16.254771,74.549239,3
591344,Benchinmardi,Belagavi,Karnataka,16.054954,74.836417,7
591345,Amte,Belagavi,Karnataka,15.700000,74.300000,6
591346,Dharnatti,Belagavi,Karnataka,15.945000,74.610000,4
600001,Chennai,Chennai,Tamil Nadu,13.092842,80.287626,6
600002,Anna Road,Chennai,Tamil Nadu,13.074463,80.269891,3
600003,Park Town,Chennai,Tamil Nadu,13.081861,80.277806,3
600004,Mylapore,Chennai,Tamil Nadu,13.029444,80.266750,3
600005,Chepauk,Chennai,Tamil Nadu,13.063403,80.280332,4
600006,DPI,Chennai,Tamil Nadu,13.080333,80.328403,4
600007,Vepery,Chennai,Tamil Nadu,13.150194,80.438083,1
600008,EGMORE MDO,Chennai,Tamil Nadu,13.066163,80.256779,3
600009,Fort St George,Chennai,Tamil Nadu,13.143583,80.481806,1
600010,Kilpauk,Chennai,Tamil Nadu,13.084417,80.242917,2
600011,Perambur,Chennai,Tamil Nadu,13.123000,80.244694,3
600012,Perambur Barracks,Chennai,Tamil Nadu,13.101528,80.252194,3
600013,Rayapuram,Chennai,Tamil Nadu,13.112611,80.293167,1
600014,Lloyds Estate,Chennai,Tamil Nadu,12.995333,80.596819,2
600015,Guindy North,Chennai,Tamil Nadu,13.023945,80.234972,2
600016,St Thomas Mount,Chennai,Tamil Nadu,13.001739,80.198014,4
600017,Thygarayanagar,Chennai,Tamil Nadu,13.042931,80.238542,4
600018,Pr. Accountant General,Chennai,Tamil Nadu,13.139648,80.206647,2
600019,Tiruvottiyur West,Thiruvallur,Tamil Nadu,13.152583,80.265000,5
600020,Adyar,Chennai,Tamil Nadu,13.001027,80.237611,3
600021,Washermanpet,Chennai,Tamil Nadu,13.117250,80.286972,2
600022,Rajbhavan,Chennai,Tamil Nadu,13.045361,80.237611,1
600023,Aynavaram,Chennai,Tamil Nadu,13.101472,80.239528,1
600024,Kodambakkam,Chennai,Tamil Nadu,13.051833,80.229972,1
600025,Engineering College,Chennai,Tamil Nadu,13.045361,80.237611,1
600026,Vadapalani,Chennai,Tamil Nadu,13.505639,80.214583,1
600028,Raja Annamalaipuram,Chennai,Tamil Nadu,13.037289,80.354852,2
600030,Aminjikarai,Chennai,Tamil Nadu,13.105389,80.303389,2
600031,Chetput,Chennai,Tamil Nadu,13.078152,80.245783,2
600032,Ekkaduthangal,Chennai,Tamil Nadu,13.035944,80.208667,2
600033,Mambalam R.S.,Chennai,Tamil Nadu,13.036819,80.223556,2
600034,Loyola College,Chennai,Tamil Nadu,13.109083,80.394167,3
600035,Nandanam,Chennai,Tamil Nadu,13.031778,80.240722,1
600036,Indian Institute Of Technology,Chennai,Tamil Nadu,12.993639,80.233917,1
600037,Mogappair,Thiruvallur,Tamil Nadu,13.115417,80.233222,2
600038,Icf Colony,Chennai,Tamil Nadu,13.100694,80.224000,1
600039,Vyasar Nagar Colony,Chennai,Tamil Nadu,13.207431,80.427306,2
600040,Anna Nagar,Chennai,Tamil Nadu,13.045361,80.237611,1
600041,Palavakkam,Chennai,Tamil Nadu,12.993084,80.256562,3
600042,Velacheri,Chennai,Tamil Nadu,12.982639,80.221639,1
600043,Pallavaram,Chengalpattu,Tamil Nadu,12.952000,80.113483,3
600044,GanapathipuramCMT,Chengalpattu,Tamil Nadu,12.934000,80.127000,7
600045,Tambaram,Chengalpattu,Tamil Nadu,12.927861,80.117639,5
600046,Tambaram IAF,Chengalpattu,Tamil Nadu,12.018778,80.201278,1
600047,Kadaperi,Chengalpattu,Tamil Nadu,12.933575,80.120853,2
600048,Kolathur,Chengalpattu,Tamil Nadu,12.833000,80.040500,6
600049,Rajajinagar,Chennai,Tamil Nadu,13.107736,80.190500,4
600050,Korattur,Chennai,Tamil Nadu,13.083056,80.147867,2
600051,Madhavaram Milk Colony,Chennai,Tamil Nadu,13.266028,80.410056,1
600052,Alamathi,Thiruvallur,Tamil Nadu,13.195000,80.127000,9
600053,Ambattur,Thiruvallur,Tamil Nadu,13.117403,80.154528,6
600054,Avadi Camp,Thiruvallur,Tamil Nadu,13.109000,80.095111,5
600055,Koduvalli,Thiruvallur,Tamil Nadu,13.145000,80.036000,7
600056,Kattupakkam,Thiruvallur,Tamil Nadu,13.042000,80.086000,3
600057,Kamarajnagar,Thiruvallur,Tamil Nadu,13.207000,80.450278,3
600058,Athipattu,Chennai,Tamil Nadu,13.092542,80.158042,2
600059,LIC Colony,Chengalpattu,Tamil Nadu,12.922556,80.124278,3
600060,Vadaperumbakkam,Chennai,Tamil Nadu,13.161000,80.188000,3
600061,Nanganallur,Chennai,Tamil Nadu,13.315736,80.258542,2
600062,Kovilpadagai,Thiruvallur,Tamil Nadu,13.137500,80.100467,6
600063,Old Perungalathur,Chengalpattu,Tamil Nadu,12.901000,80.055000,3
600064,Chitlapakkam,Chengalpattu,Tamil Nadu,12.501500,80.191944,2
600066,Pozhal,Chennai,Tamil Nadu,13.162875,80.203097,1
600067,Alinjivakkam,Thiruvallur,Tamil Nadu,13.247000,80.153000,7
600068,Manali,Chennai,Tamil Nadu,13.127139,79.910889,1
600069,Nandambakkam,Kanchipuram,Tamil Nadu,12.965000,80.048000,5
600070,Anakaputhur,Chengalpattu,Tamil Nadu,12.984977,80.121856,1
600071,Paruthipattu,Thiruvallur,Tamil Nadu,13.102625,80.091444,2
600072,Arignar Anna Nagar,Thiruvallur,Tamil Nadu,13.094500,80.046500,6
600073,Rajakilpakkam,Chengalpattu,Tamil Nadu,12.920000,80.150167,3
600074,Polichalur,Chengalpattu,Tamil Nadu,12.984889,80.139250,1
600075,Pammal,Chengalpattu,Tamil Nadu,12.981069,80.144306,2
600076,Korattur RS,Chennai,Tamil Nadu,13.114250,80.185167,1
600077,Ayapakkam,Thiruvallur,Tamil Nadu,13.067833,80.105500,4
600078,Kalaignar Karunanidhi Nagar,Chennai,Tamil Nadu,13.043389,80.206417,1
600081,Tondiarpet,Chennai,Tamil Nadu,13.127111,80.284639,3
600082,G K M Colony,Chennai,Tamil Nadu,13.116833,80.330639,3
600083,Ashoknagar,Chennai,Tamil Nadu,13.036806,80.227069,2
600084,Flowers Road,Chennai,Tamil Nadu,13.099944,80.116528,1
600085,Kotturpuram,Chennai,Tamil Nadu,13.020972,80.243167,1
600086,Gopalapuram,Chennai,Tamil Nadu,13.045361,80.237611,1
600087,Alwarthirunagar,Chennai,Tamil Nadu,13.047500,80.180986,2
600088,Adambakkam,Chennai,Tamil Nadu,12.146972,80.328764,2
600089,Nandambakkam Kudiyiruppu,Kanchipuram,Tamil Nadu,13.023987,80.184403,2
600090,Besantnagar,Chennai,Tamil Nadu,12.997341,80.213369,2
600091,Madipakkam,Chennai,Tamil Nadu,12.107306,80.163043,3
600092,Virugambakkam,Chennai,Tamil Nadu,13.050250,80.194361,1
600093,Saligramam,Chennai,Tamil Nadu,13.042556,80.206389,1
600094,Choolaimedu,Chennai,Tamil Nadu,13.110444,80.369139,1
600095,Ayanambakkam,Thiruvallur,Tamil Nadu,13.066000,80.126000,3
600096,Dr Ambedkar Law Univeristy,Chennai,Tamil Nadu,12.972597,80.244122,2
600097,Karapakkam,Chennai,Tamil Nadu,12.935431,80.239597,2
600099,Lakshmipuram,Chennai,Tamil Nadu,13.120236,75.197389,2
600100,Medavakkam,Chengalpattu,Tamil Nadu,12.925139,80.201454,3
600101,Anna Nagar Western Extn,Chennai,Tamil Nadu,13.158556,80.318750,1
600102,Anna Nagar East,Chennai,Tamil Nadu,13.151889,80.363194,1
600103,Andarkuppam,Thiruvallur,Tamil Nadu,13.207223,80.241500,4
600104,High Court Building,Chennai,Tamil Nadu,13.045361,80.237611,1
600106,Arumbakkam,Chennai,Tamil Nadu,13.138986,80.358444,2
600107,Koyambedu,Chennai,Tamil Nadu,13.074229,80.196608,3
600110,Ponniammanmedu,Thiruvallur,Tamil Nadu,13.227722,80.396694,1
600113,TTTI Taramani,Chennai,Tamil Nadu,12.989268,80.253314,2
600115,Injambakkam,Chennai,Tamil Nadu,12.985979,80.222156,2
600116,Alapakkam,Chennai,Tamil Nadu,13.039556,80.148278,3
600117,Keelakattalai,Chengalpattu,Tamil Nadu,12.958830,80.174771,2
600118,Erukkancheri,Chennai,Tamil Nadu,13.131000,80.231000,3
600119,Sholinganallur,Chennai,Tamil Nadu,12.892556,80.227861,1
600120,Nandiambakkam,Thiruvallur,Tamil Nadu,13.252262,80.255000,4
600122,Paraniputhur,Kanchipuram,Tamil Nadu,13.017514,80.104792,2
600123,Malayambakkam,Thiruvallur,Tamil Nadu,13.019000,80.057000,3
600124,Kuttambakkam,Thiruvallur,Tamil Nadu,13.052288,80.013500,6
600125,Manapakkam,Chennai,Tamil Nadu,12.963569,80.172347,2
600126,Mappedu,Chengalpattu,Tamil Nadu,12.903069,80.154347,2
600127,Kolapakkam,Chengalpattu,Tamil Nadu,12.849500,80.119000,4
600128,Gerugambakkam,Kanchipuram,Tamil Nadu,12.999000,80.085000,3
600129,Kovilambakkam,Chengalpattu,Tamil Nadu,12.925139,80.198694,1
600130,Navalur,Chengalpattu,Tamil Nadu,12.592000,80.026000,3
600131,SITHALAPAKKAM,Chengalpattu,Tamil Nadu,12.871000,80.156000,1
600132,Darkash,Kanchipuram,Tamil Nadu,17.919214,77.510469,3
601101,Panayancheri,Thiruvallur,Tamil Nadu,13.323500,80.059500,4
601102,Athivakkam,Thiruvallur,Tamil Nadu,13.307627,80.059301,8
601103,Damaraipakkam,Thiruvallur,Tamil Nadu,13.142559,79.909046,9
601201,Arambakkam,Thiruvallur,Tamil Nadu,13.431000,80.106000,15
601202,Kannankottai,Thiruvallur,Tamil Nadu,13.425000,79.975000,7
601203,Anuppampattu,Thiruvallur,Tamil Nadu,13.298000,80.239500,10
601204,Aladu,Thiruvallur,Tamil Nadu,13.336028,80.175500,10
601205,Kolur,Thiruvallur,Tamil Nadu,13.416356,80.220000,3
601206,Chinnambedu,Thiruvallur,Tamil Nadu,13.349000,80.109500,6
601301,Malaipattu,Kanchipuram,Tamil Nadu,12.881000,80.008028,4
602001,Tiruvallur,Thiruvallur,Tamil Nadu,13.138944,79.913919,2
602002,Illupur,Thiruvallur,Tamil Nadu,13.101528,79.912964,7
602003,Kakalur Ind Estate,Thiruvallur,Tamil Nadu,13.127139,79.910889,1
602021,Karikalavakkam,Thiruvallur,Tamil Nadu,13.188500,79.939600,7
602023,Allikuzhi,Thiruvallur,Tamil Nadu,13.210550,79.844054,12
602024,Karlapakkam,Thiruvallur,Tamil Nadu,13.135629,79.909043,10
602025,Aranvoyal,Thiruvallur,Tamil Nadu,13.116150,79.942857,7
602026,Goonipalayam,Thiruvallur,Tamil Nadu,13.273499,79.921260,10
602105,Gunduperumbedu,Thiruvallur,Tamil Nadu,12.946090,79.941815,11
602106,Mambakkam,Kanchipuram,Tamil Nadu,12.925139,79.975200,3
602108,Kandoor,Thiruvallur,Tamil Nadu,12.967468,79.941817,5
602117,Irungattukottai,Kanchipuram,Tamil Nadu,12.925139,80.198694,1
603001,Chengalpattu,Chengalpattu,Tamil Nadu,12.684019,79.983324,3
603002,Kunnavakkam,Chengalpattu,Tamil Nadu,12.706487,79.956558,6
603003,Meleripakkam,Chengalpattu,Tamil Nadu,12.704778,80.002973,4
603004,Ammanambakkam,Chengalpattu,Tamil Nadu,12.706487,79.956558,2
603101,Palur,Chengalpattu,Tamil Nadu,12.752265,79.983336,5
603102,Ayapakkam,Chengalpattu,Tamil Nadu,12.508800,80.126410,12
603103,Pudupakkam,Chengalpattu,Tamil Nadu,12.118444,80.172000,3
603104,Kadambadi,Chengalpattu,Tamil Nadu,12.639170,80.192660,9
603105,Kuzhipanthandalam,Chengalpattu,Tamil Nadu,12.726300,79.961900,5
603106,Arumbuliyur,Kanchipuram,Tamil Nadu,12.726300,79.936050,6
603107,Anambakkam,Kanchipuram,Tamil Nadu,12.675958,79.897300,11
